"userID","movieID","rating"
12,80679,4
12,5121,1
12,75297,4
12,22840,5
12,19613,1
12,38256,1
12,52550,3
12,81580,2
12,44825,2
12,34638,1
12,85230,3
12,6365,2
12,64690,1
12,76983,4
12,61172,1
12,24172,2
13,69689,4
13,12192,1
13,3428,4
13,1294,3
13,80679,4
13,5121,3
13,75297,3
13,22840,5
13,19613,1
13,38256,3
13,52550,3
13,81580,4
13,44825,3
13,34638,3
13,85230,4
13,6365,5
13,64690,5
13,76983,3
13,61172,5
13,24172,4
14,69689,4
14,12192,1
14,3428,2
14,1294,1
14,80679,1
14,5121,5
14,75297,2
14,22840,3
14,19613,2
14,38256,1
14,52550,3
14,81580,2
14,44825,5
14,34638,5
14,85230,4
14,6365,5
14,64690,1
14,76983,1
14,61172,2
14,24172,1
15,69689,4
15,12192,3
15,3428,5
15,1294,3
15,80679,2
15,5121,3
15,75297,4
15,22840,1
15,19613,5
15,38256,2
15,52550,5
15,81580,4
15,44825,5
15,34638,3
15,85230,5
15,6365,1
15,64690,3
15,76983,4
15,61172,4
15,24172,4
16,69689,1
16,12192,4
16,3428,4
16,1294,5
16,80679,1
16,5121,4
16,75297,4
16,22840,2
16,19613,2
16,38256,3
16,52550,3
16,81580,1
16,44825,2
16,34638,1
16,85230,3
16,6365,2
16,64690,3
16,76983,1
16,61172,4
16,24172,5
17,69689,1
17,12192,3
17,3428,1
17,1294,3
17,80679,2
17,5121,1
17,75297,4
17,22840,1
17,19613,1
17,38256,5
17,52550,1
17,81580,5
17,44825,1
17,34638,3
17,85230,3
17,6365,5
17,64690,5
17,76983,5
17,61172,2
17,24172,4
18,69689,4
18,12192,2
18,3428,5
18,1294,3
18,80679,1
18,5121,4
18,75297,1
18,22840,2
18,19613,5
18,38256,4
18,52550,2
18,81580,2
18,44825,4
18,34638,2
18,85230,4
18,6365,3
18,64690,1
18,76983,5
18,61172,3
18,24172,1
19,69689,1
19,12192,5
19,3428,1
19,1294,3
19,80679,4
19,5121,4
19,75297,5
19,22840,2
19,19613,2
19,38256,4
19,52550,2
19,81580,2
19,44825,3
19,34638,3
19,85230,5
19,6365,2
19,64690,4
19,76983,3
19,61172,3
19,24172,2
20,69689,4
20,12192,3
20,3428,2
20,1294,4
20,80679,2
20,5121,2
20,75297,5
20,22840,3
20,19613,2
20,38256,1
20,52550,1
20,81580,4
20,44825,4
20,34638,3
20,85230,3
20,6365,3
20,64690,1
20,76983,5
20,61172,4
20,24172,1
21,69689,1
21,12192,4
21,3428,2
21,1294,1
21,80679,4
21,5121,5
21,75297,1
21,22840,1
21,19613,4
21,38256,5
21,52550,2
21,81580,3
21,44825,2
21,34638,4
21,85230,2
21,6365,3
21,64690,5
21,76983,5
21,61172,4
21,24172,3
22,69689,2
22,12192,2
22,3428,3
22,1294,2
22,80679,1
22,5121,4
22,75297,1
22,22840,5
22,19613,4
22,38256,5
22,52550,4
22,81580,5
22,44825,5
22,34638,5
22,85230,3
22,6365,5
22,64690,2
22,76983,1
22,61172,2
22,24172,2
23,69689,5
23,12192,5
23,3428,2
23,1294,3
23,80679,2
23,5121,1
23,75297,2
23,22840,2
23,19613,3
23,38256,2
23,52550,5
23,81580,3
23,44825,3
23,34638,5
23,85230,4
23,6365,4
23,64690,2
23,76983,4
23,61172,1
23,24172,2
24,69689,1
24,12192,1
24,3428,5
24,1294,3
24,80679,1
24,5121,1
24,75297,4
24,22840,3
24,19613,2
24,38256,1
24,52550,5
24,81580,2
24,44825,3
24,34638,1
24,85230,1
24,6365,2
24,64690,3
24,76983,3
24,61172,4
24,24172,5
25,69689,2
25,12192,2
25,3428,1
25,1294,3
25,80679,1
25,5121,1
25,75297,5
25,22840,3
25,19613,4
25,38256,2
25,52550,1
25,81580,5
25,44825,1
25,34638,2
25,85230,3
25,6365,5
25,64690,5
25,76983,3
25,61172,5
25,24172,3
26,69689,4
26,12192,5
26,3428,4
26,1294,4
26,80679,3
26,5121,5
26,75297,1
26,22840,3
26,19613,3
26,38256,4
26,52550,4
26,81580,1
26,44825,3
26,34638,4
26,85230,4
26,6365,3
26,64690,5
26,76983,2
26,61172,5
26,24172,5
27,69689,1
27,12192,1
27,3428,3
27,1294,3
27,80679,5
27,5121,5
27,75297,1
27,22840,1
27,19613,5
27,38256,4
27,52550,5
27,81580,3
27,44825,3
27,34638,3
27,85230,5
27,6365,5
27,64690,1
27,76983,2
27,61172,2
27,24172,1
28,69689,1
28,12192,5
28,3428,1
28,1294,1
28,80679,5
28,5121,2
28,75297,5
28,22840,1
28,19613,5
28,38256,3
28,52550,4
28,81580,1
28,44825,4
28,34638,4
28,85230,2
28,6365,2
28,64690,2
28,76983,3
28,61172,1
28,24172,4
29,69689,5
29,12192,3
29,3428,5
29,1294,1
29,80679,1
29,5121,3
29,75297,5
29,22840,3
29,19613,3
29,38256,2
29,52550,4
29,81580,3
29,44825,1
29,34638,5
29,85230,3
29,6365,2
29,64690,4
29,76983,4
29,61172,4
29,24172,5
30,69689,5
30,12192,5
30,3428,3
30,1294,5
30,80679,4
30,5121,1
30,75297,4
30,22840,3
30,19613,5
30,38256,5
30,52550,2
30,81580,2
30,44825,3
30,34638,4
30,85230,4
30,6365,1
30,64690,2
30,76983,2
30,61172,5
30,24172,2
31,69689,2
31,12192,5
31,3428,1
31,1294,1
31,80679,3
31,5121,3
31,75297,3
31,22840,1
31,19613,3
31,38256,2
31,52550,4
31,81580,1
31,44825,5
31,34638,2
31,85230,3
31,6365,3
31,64690,1
31,76983,4
31,61172,5
31,24172,5
32,69689,2
32,12192,4
32,3428,2
32,1294,2
32,80679,4
32,5121,5
32,75297,4
32,22840,4
32,19613,5
32,38256,4
32,52550,3
32,81580,3
32,44825,3
32,34638,1
32,85230,5
32,6365,4
32,64690,3
32,76983,1
32,61172,2
32,24172,1
33,69689,3
33,12192,4
33,3428,5
33,1294,2
33,80679,1
33,5121,1
33,75297,4
33,22840,5
33,19613,4
33,38256,4
33,52550,5
33,81580,3
33,44825,5
33,34638,1
33,85230,1
33,6365,5
33,64690,4
33,76983,5
33,61172,5
33,24172,1
34,69689,1
34,12192,2
34,3428,3
34,1294,2
34,80679,2
34,5121,1
34,75297,2
34,22840,3
34,19613,1
34,38256,3
34,52550,2
34,81580,3
34,44825,1
34,34638,5
34,85230,1
34,6365,4
34,64690,3
34,76983,3
34,61172,1
34,24172,1
35,69689,2
35,12192,1
35,3428,3
35,1294,3
35,80679,5
35,5121,4
35,75297,2
35,22840,1
35,19613,2
35,38256,3
35,52550,2
35,81580,4
35,44825,4
35,34638,2
35,85230,2
35,6365,5
35,64690,4
35,76983,5
35,61172,4
35,24172,4
36,69689,1
36,12192,2
36,3428,2
36,1294,4
36,80679,3
36,5121,4
36,75297,5
36,22840,4
36,19613,4
36,38256,1
36,52550,2
36,81580,3
36,44825,4
36,34638,2
36,85230,3
36,6365,4
36,64690,3
36,76983,5
36,61172,2
36,24172,1
37,69689,3
37,12192,2
37,3428,1
37,1294,5
37,80679,5
37,5121,3
37,75297,3
37,22840,5
37,19613,3
37,38256,1
37,52550,3
37,81580,1
37,44825,4
37,34638,2
37,85230,4
37,6365,2
37,64690,4
37,76983,4
37,61172,2
37,24172,3
38,69689,3
38,12192,1
38,3428,5
38,1294,2
38,80679,5
38,5121,1
38,75297,4
38,22840,1
38,19613,5
38,38256,3
38,52550,2
38,81580,4
38,44825,1
38,34638,4
38,85230,3
38,6365,1
38,64690,3
38,76983,5
38,61172,3
38,24172,5
39,69689,4
39,12192,3
39,3428,1
39,1294,3
39,80679,5
39,5121,1
39,75297,5
39,22840,3
39,19613,4
39,38256,1
39,52550,2
39,81580,3
39,44825,4
39,34638,4
39,85230,5
39,6365,4
39,64690,3
39,76983,2
39,61172,3
39,24172,2
40,69689,1
40,12192,3
40,3428,2
40,1294,5
40,80679,5
40,5121,1
40,75297,1
40,22840,2
40,19613,2
40,38256,4
40,52550,2
40,81580,1
40,44825,4
40,34638,3
40,85230,3
40,6365,1
40,64690,1
40,76983,2
40,61172,4
40,24172,2
41,69689,5
41,12192,3
41,3428,1
41,1294,2
41,80679,1
41,5121,1
41,75297,1
41,22840,1
41,19613,3
41,38256,5
41,52550,2
41,81580,5
41,44825,4
41,34638,5
41,85230,4
41,6365,3
41,64690,3
41,76983,4
41,61172,1
41,24172,1
42,69689,2
42,12192,5
42,3428,4
42,1294,1
42,80679,3
42,5121,5
42,75297,5
42,22840,3
42,19613,1
42,38256,4
42,52550,4
42,81580,2
42,44825,1
42,34638,5
42,85230,5
42,6365,5
42,64690,1
42,76983,3
42,61172,2
42,24172,2
43,69689,1
43,12192,4
43,3428,1
43,1294,5
43,80679,3
43,5121,1
43,75297,1
43,22840,1
43,19613,1
43,38256,2
43,52550,3
43,81580,3
43,44825,3
43,34638,2
43,85230,5
43,6365,4
43,64690,3
43,76983,1
43,61172,3
43,24172,1
44,69689,5
44,12192,1
44,3428,2
44,1294,5
44,80679,1
44,5121,3
44,75297,4
44,22840,4
44,19613,4
44,38256,3
44,52550,4
44,81580,2
44,44825,4
44,34638,4
44,85230,5
44,6365,3
44,64690,1
44,76983,1
44,61172,5
44,24172,3
45,69689,2
45,12192,5
45,3428,5
45,1294,4
45,80679,5
45,5121,2
45,75297,5
45,22840,3
45,19613,3
45,38256,1
45,52550,1
45,81580,4
45,44825,1
45,34638,2
45,85230,1
45,6365,3
45,64690,3
45,76983,5
45,61172,5
45,24172,4
46,69689,3
46,12192,4
46,3428,2
46,1294,2
46,80679,5
46,5121,3
46,75297,1
46,22840,4
46,19613,4
46,38256,1
46,52550,3
46,81580,2
46,44825,4
46,34638,2
46,85230,2
46,6365,2
46,64690,2
46,76983,1
46,61172,4
46,24172,2
47,69689,1
47,12192,5
47,3428,4
47,1294,1
47,80679,5
47,5121,3
47,75297,2
47,22840,5
47,19613,4
47,38256,1
47,52550,5
47,81580,3
47,44825,4
47,34638,1
47,85230,1
47,6365,5
47,64690,3
47,76983,4
47,61172,1
47,24172,2
48,69689,5
48,12192,3
48,3428,1
48,1294,1
48,80679,5
48,5121,1
48,75297,4
48,22840,3
48,19613,5
48,38256,4
48,52550,3
48,81580,2
48,44825,5
48,34638,2
48,85230,3
48,6365,1
48,64690,1
48,76983,5
48,61172,3
48,24172,1
49,69689,2
49,12192,3
49,3428,2
49,1294,3
49,80679,5
49,5121,1
49,75297,1
49,22840,5
49,19613,3
49,38256,3
49,52550,3
49,81580,1
49,44825,4
49,34638,2
49,85230,2
49,6365,5
49,64690,3
49,76983,5
49,61172,5
49,24172,1
50,69689,4
50,12192,2
50,3428,5
50,1294,3
50,80679,3
50,5121,3
50,75297,1
50,22840,3
50,19613,1
50,38256,2
50,52550,2
50,81580,1
50,44825,2
50,34638,5
50,85230,4
50,6365,4
50,64690,5
50,76983,3
50,61172,1
50,24172,2
51,69689,3
51,12192,3
51,3428,5
51,1294,5
51,80679,5
51,5121,5
51,75297,2
51,22840,2
51,19613,1
51,38256,5
51,52550,3
51,81580,5
51,44825,2
51,34638,4
51,85230,2
51,6365,3
51,64690,2
51,76983,2
51,61172,3
51,24172,5
52,69689,4
52,12192,4
52,3428,1
52,1294,4
52,80679,3
52,5121,5
52,75297,1
52,22840,4
52,19613,3
52,38256,1
52,52550,1
52,81580,4
52,44825,4
52,34638,1
52,85230,3
52,6365,5
52,64690,2
52,76983,4
52,61172,1
52,24172,2
53,69689,3
53,12192,5
53,3428,3
53,1294,5
53,80679,1
53,5121,4
53,75297,5
53,22840,1
53,19613,5
53,38256,4
53,52550,4
53,81580,2
53,44825,1
53,34638,1
53,85230,4
53,6365,3
53,64690,4
53,76983,2
53,61172,3
53,24172,4
54,69689,2
54,12192,2
54,3428,2
54,1294,3
54,80679,1
54,5121,5
54,75297,4
54,22840,2
54,19613,1
54,38256,3
54,52550,2
54,81580,5
54,44825,3
54,34638,5
54,85230,5
54,6365,3
54,64690,2
54,76983,3
54,61172,3
54,24172,3
55,69689,5
55,12192,2
55,3428,4
55,1294,3
55,80679,2
55,5121,2
55,75297,4
55,22840,1
55,19613,5
55,38256,3
55,52550,2
55,81580,5
55,44825,5
55,34638,5
55,85230,4
55,6365,3
55,64690,1
55,76983,4
55,61172,4
55,24172,3
56,69689,4
56,12192,4
56,3428,4
56,1294,2
56,80679,2
56,5121,5
56,75297,5
56,22840,2
56,19613,2
56,38256,3
56,52550,1
56,81580,5
56,44825,5
56,34638,3
56,85230,4
56,6365,3
56,64690,4
56,76983,1
56,61172,1
56,24172,2
57,69689,3
57,12192,4
57,3428,2
57,1294,3
57,80679,3
57,5121,2
57,75297,1
57,22840,1
57,19613,2
57,38256,3
57,52550,2
57,81580,3
57,44825,3
57,34638,2
57,85230,2
57,6365,3
57,64690,3
57,76983,1
57,61172,1
57,24172,3
58,69689,1
58,12192,3
58,3428,1
58,1294,3
58,80679,4
58,5121,2
58,75297,1
58,22840,1
58,19613,1
58,38256,5
58,52550,3
58,81580,1
58,44825,3
58,34638,2
58,85230,5
58,6365,3
58,64690,4
58,76983,5
58,61172,4
58,24172,1
59,69689,4
59,12192,1
59,3428,5
59,1294,4
59,80679,5
59,5121,3
59,75297,4
59,22840,5
59,19613,2
59,38256,2
59,52550,3
59,81580,5
59,44825,5
59,34638,3
59,85230,1
59,6365,1
59,64690,3
59,76983,3
59,61172,3
59,24172,4
60,69689,3
60,12192,4
60,3428,4
60,1294,2
60,80679,4
60,5121,5
60,75297,3
60,22840,3
60,19613,5
60,38256,3
60,52550,3
60,81580,2
60,44825,5
60,34638,4
60,85230,2
60,6365,1
60,64690,3
60,76983,1
60,61172,3
60,24172,4
61,69689,1
61,12192,4
61,3428,2
61,1294,4
61,80679,5
61,5121,2
61,75297,4
61,22840,4
61,19613,2
61,38256,5
61,52550,5
61,81580,3
61,44825,3
61,34638,1
61,85230,3
61,6365,2
61,64690,5
61,76983,1
61,61172,2
61,24172,3
62,69689,2
62,12192,4
62,3428,5
62,1294,1
62,80679,5
62,5121,1
62,75297,3
62,22840,5
62,19613,4
62,38256,3
62,52550,2
62,81580,2
62,44825,3
62,34638,5
62,85230,4
62,6365,4
62,64690,4
62,76983,2
62,61172,3
62,24172,5
63,69689,5
63,12192,4
63,3428,1
63,1294,4
63,80679,4
63,5121,1
63,75297,1
63,22840,2
63,19613,4
63,38256,3
63,52550,5
63,81580,1
63,44825,4
63,34638,3
63,85230,3
63,6365,3
63,64690,4
63,76983,4
63,61172,1
63,24172,4
64,69689,4
64,12192,1
64,3428,4
64,1294,1
64,80679,1
64,5121,3
64,75297,2
64,22840,5
64,19613,5
64,38256,5
64,52550,4
64,81580,3
64,44825,4
64,34638,4
64,85230,2
64,6365,4
64,64690,4
64,76983,1
64,61172,3
64,24172,2
65,69689,1
65,12192,3
65,3428,2
65,1294,4
65,80679,1
65,5121,5
65,75297,4
65,22840,2
65,19613,1
65,38256,5
65,52550,5
65,81580,4
65,44825,2
65,34638,3
65,85230,5
65,6365,5
65,64690,5
65,76983,1
65,61172,4
65,24172,1
66,69689,5
66,12192,2
66,3428,3
66,1294,1
66,80679,3
66,5121,3
66,75297,5
66,22840,2
66,19613,2
66,38256,1
66,52550,3
66,81580,4
66,44825,3
66,34638,5
66,85230,5
66,6365,5
66,64690,1
66,76983,1
66,61172,4
66,24172,5
67,69689,5
67,12192,5
67,3428,5
67,1294,1
67,80679,2
67,5121,3
67,75297,1
67,22840,4
67,19613,4
67,38256,5
67,52550,3
67,81580,2
67,44825,2
67,34638,1
67,85230,1
67,6365,2
67,64690,1
67,76983,4
67,61172,4
67,24172,4
68,69689,5
68,12192,2
68,3428,2
68,1294,1
68,80679,2
68,5121,1
68,75297,5
68,22840,2
68,19613,2
68,38256,5
68,52550,1
68,81580,2
68,44825,2
68,34638,4
68,85230,4
68,6365,5
68,64690,2
68,76983,3
68,61172,5
68,24172,5
69,69689,3
69,12192,4
69,3428,4
69,1294,1
69,80679,2
69,5121,4
69,75297,1
69,22840,2
69,19613,3
69,38256,4
69,52550,5
69,81580,1
69,44825,5
69,34638,1
69,85230,5
69,6365,4
69,64690,5
69,76983,3
69,61172,3
69,24172,5
70,69689,4
70,12192,3
70,3428,5
70,1294,2
70,80679,1
70,5121,2
70,75297,3
70,22840,3
70,19613,5
70,38256,1
70,52550,3
70,81580,2
70,44825,2
70,34638,2
70,85230,4
70,6365,3
70,64690,1
70,76983,1
70,61172,5
70,24172,4
71,69689,5
71,12192,1
71,3428,3
71,1294,2
71,80679,2
71,5121,3
71,75297,1
71,22840,3
71,19613,4
71,38256,4
71,52550,5
71,81580,2
71,44825,4
71,34638,1
71,85230,2
71,6365,2
71,64690,5
71,76983,3
71,61172,1
71,24172,2
72,69689,5
72,12192,4
72,3428,2
72,1294,2
72,80679,3
72,5121,2
72,75297,4
72,22840,5
72,19613,4
72,38256,1
72,52550,5
72,81580,2
72,44825,4
72,34638,3
72,85230,2
72,6365,4
72,64690,5
72,76983,5
72,61172,5
72,24172,2
73,69689,1
73,12192,3
73,3428,5
73,1294,2
73,80679,5
73,5121,4
73,75297,1
73,22840,4
73,19613,1
73,38256,3
73,52550,1
73,81580,3
73,44825,1
73,34638,2
73,85230,3
73,6365,1
73,64690,3
73,76983,2
73,61172,2
73,24172,5
74,69689,3
74,12192,5
74,3428,5
74,1294,3
74,80679,1
74,5121,2
74,75297,2
74,22840,4
74,19613,4
74,38256,4
74,52550,5
74,81580,1
74,44825,1
74,34638,2
74,85230,1
74,6365,4
74,64690,2
74,76983,5
74,61172,2
74,24172,4
75,69689,2
75,12192,4
75,3428,2
75,1294,1
75,80679,4
75,5121,2
75,75297,4
75,22840,4
75,19613,3
75,38256,4
75,52550,2
75,81580,5
75,44825,3
75,34638,2
75,85230,2
75,6365,2
75,64690,5
75,76983,1
75,61172,2
75,24172,5
76,69689,4
76,12192,1
76,3428,1
76,1294,1
76,80679,3
76,5121,1
76,75297,1
76,22840,3
76,19613,1
76,38256,1
76,52550,2
76,81580,4
76,44825,4
76,34638,5
76,85230,5
76,6365,3
76,64690,1
76,76983,3
76,61172,4
76,24172,1
77,69689,4
77,12192,4
77,3428,1
77,1294,1
77,80679,4
77,5121,2
77,75297,5
77,22840,1
77,19613,3
77,38256,5
77,52550,3
77,81580,5
77,44825,3
77,34638,3
77,85230,1
77,6365,2
77,64690,2
77,76983,4
77,61172,1
77,24172,2
78,69689,1
78,12192,4
78,3428,5
78,1294,3
78,80679,2
78,5121,4
78,75297,3
78,22840,5
78,19613,2
78,38256,4
78,52550,1
78,81580,5
78,44825,3
78,34638,3
78,85230,4
78,6365,3
78,64690,5
78,76983,1
78,61172,4
78,24172,3
79,69689,4
79,12192,1
79,3428,3
79,1294,1
79,80679,1
79,5121,5
79,75297,5
79,22840,1
79,19613,5
79,38256,1
79,52550,3
79,81580,2
79,44825,5
79,34638,5
79,85230,1
79,6365,4
79,64690,3
79,76983,2
79,61172,1
79,24172,5
80,69689,5
80,12192,2
80,3428,4
80,1294,5
80,80679,4
80,5121,3
80,75297,2
80,22840,2
80,19613,2
80,38256,5
80,52550,2
80,81580,5
80,44825,4
80,34638,1
80,85230,1
80,6365,3
80,64690,4
80,76983,3
80,61172,4
80,24172,4
81,69689,1
81,12192,2
81,3428,1
81,1294,3
81,80679,4
81,5121,1
81,75297,5
81,22840,1
81,19613,1
81,38256,2
81,52550,1
81,81580,4
81,44825,2
81,34638,5
81,85230,2
81,6365,4
81,64690,2
81,76983,2
81,61172,1
81,24172,1
82,69689,5
82,12192,5
82,3428,1
82,1294,4
82,80679,2
82,5121,1
82,75297,1
82,22840,1
82,19613,3
82,38256,2
82,52550,2
82,81580,2
82,44825,5
82,34638,4
82,85230,4
82,6365,5
82,64690,5
82,76983,1
82,61172,2
82,24172,1
83,69689,3
83,12192,4
83,3428,2
83,1294,1
83,80679,5
83,5121,4
83,75297,5
83,22840,3
83,19613,2
83,38256,3
83,52550,4
83,81580,4
83,44825,5
83,34638,3
83,85230,2
83,6365,1
83,64690,4
83,76983,1
83,61172,5
83,24172,2
84,69689,1
84,12192,3
84,3428,3
84,1294,2
84,80679,5
84,5121,3
84,75297,4
84,22840,2
84,19613,5
84,38256,2
84,52550,5
84,81580,2
84,44825,3
84,34638,4
84,85230,1
84,6365,4
84,64690,3
84,76983,1
84,61172,5
84,24172,1
85,69689,2
85,12192,2
85,3428,5
85,1294,3
85,80679,2
85,5121,3
85,75297,5
85,22840,5
85,19613,4
85,38256,2
85,52550,4
85,81580,2
85,44825,4
85,34638,2
85,85230,5
85,6365,5
85,64690,3
85,76983,2
85,61172,3
85,24172,5
86,69689,1
86,12192,2
86,3428,3
86,1294,2
86,80679,1
86,5121,5
86,75297,2
86,22840,4
86,19613,3
86,38256,1
86,52550,3
86,81580,2
86,44825,5
86,34638,2
86,85230,3
86,6365,4
86,64690,2
86,76983,2
86,61172,1
86,24172,4
87,69689,4
87,12192,2
87,3428,3
87,1294,2
87,80679,2
87,5121,3
87,75297,3
87,22840,4
87,19613,5
87,38256,3
87,52550,4
87,81580,4
87,44825,2
87,34638,4
87,85230,5
87,6365,3
87,64690,5
87,76983,5
87,61172,4
87,24172,2
88,69689,2
88,12192,3
88,3428,4
88,1294,5
88,80679,5
88,5121,1
88,75297,2
88,22840,3
88,19613,4
88,38256,3
88,52550,1
88,81580,3
88,44825,1
88,34638,1
88,85230,4
88,6365,2
88,64690,1
88,76983,5
88,61172,5
88,24172,1
89,69689,1
89,12192,3
89,3428,5
89,1294,4
89,80679,5
89,5121,5
89,75297,4
89,22840,1
89,19613,2
89,38256,5
89,52550,5
89,81580,2
89,44825,3
89,34638,3
89,85230,5
89,6365,4
89,64690,1
89,76983,3
89,61172,3
89,24172,2
90,69689,1
90,12192,5
90,3428,5
90,1294,2
90,80679,4
90,5121,1
90,75297,5
90,22840,3
90,19613,3
90,38256,3
90,52550,3
90,81580,1
90,44825,5
90,34638,1
90,85230,3
90,6365,2
90,64690,5
90,76983,1
90,61172,3
90,24172,5
91,69689,3
91,12192,4
91,3428,3
91,1294,1
91,80679,1
91,5121,2
91,75297,2
91,22840,3
91,19613,3
91,38256,2
91,52550,4
91,81580,3
91,44825,2
91,34638,4
91,85230,3
91,6365,4
91,64690,3
91,76983,1
91,61172,4
91,24172,2
92,69689,5
92,12192,3
92,3428,3
92,1294,3
92,80679,4
92,5121,1
92,75297,5
92,22840,5
92,19613,4
92,38256,4
92,52550,1
92,81580,1
92,44825,5
92,34638,5
92,85230,4
92,6365,3
92,64690,2
92,76983,4
92,61172,1
92,24172,3
93,69689,1
93,12192,4
93,3428,4
93,1294,2
93,80679,2
93,5121,5
93,75297,2
93,22840,2
93,19613,2
93,38256,4
93,52550,3
93,81580,1
93,44825,3
93,34638,1
93,85230,2
93,6365,4
93,64690,2
93,76983,5
93,61172,1
93,24172,5
94,69689,3
94,12192,3
94,3428,2
94,1294,3
94,80679,4
94,5121,2
94,75297,2
94,22840,5
94,19613,1
94,38256,4
94,52550,2
94,81580,5
94,44825,4
94,34638,3
94,85230,5
94,6365,2
94,64690,1
94,76983,5
94,61172,1
94,24172,2
95,69689,2
95,12192,3
95,3428,1
95,1294,3
95,80679,2
95,5121,5
95,75297,2
95,22840,3
95,19613,2
95,38256,5
95,52550,1
95,81580,5
95,44825,4
95,34638,3
95,85230,5
95,6365,5
95,64690,1
95,76983,3
95,61172,4
95,24172,4
96,69689,3
96,12192,1
96,3428,4
96,1294,4
96,80679,4
96,5121,4
96,75297,2
96,22840,3
96,19613,2
96,38256,3
96,52550,4
96,81580,4
96,44825,5
96,34638,5
96,85230,1
96,6365,5
96,64690,5
96,76983,1
96,61172,2
96,24172,2
97,69689,3
97,12192,2
97,3428,1
97,1294,4
97,80679,5
97,5121,2
97,75297,4
97,22840,4
97,19613,3
97,38256,3
97,52550,5
97,81580,3
97,44825,1
97,34638,3
97,85230,4
97,6365,3
97,64690,4
97,76983,5
97,61172,2
97,24172,5
98,69689,5
98,12192,2
98,3428,2
98,1294,2
98,80679,1
98,5121,4
98,75297,4
98,22840,3
98,19613,3
98,38256,1
98,52550,3
98,81580,5
98,44825,5
98,34638,1
98,85230,5
98,6365,5
98,64690,3
98,76983,5
98,61172,4
98,24172,4
99,69689,5
99,12192,5
99,3428,5
99,1294,2
99,80679,5
99,5121,5
99,75297,2
99,22840,5
99,19613,5
99,38256,2
99,52550,3
99,81580,2
99,44825,4
99,34638,2
99,85230,4
99,6365,4
99,64690,5
99,76983,5
99,61172,5
99,24172,4
100,69689,2
100,12192,2
100,3428,2
100,1294,5
100,80679,2
100,5121,4
100,75297,5
100,22840,3
100,19613,2
100,38256,3
100,52550,1
100,81580,4
100,44825,4
100,34638,2
100,85230,1
100,6365,2
